,Entity,Code,Year,Fossil fuels (TWh)
0,Africa,,1965,674.3026733398438
1,Africa,,1966,703.2786865234375
2,Africa,,1967,708.9625244140625
3,Africa,,1968,743.4017333984375
4,Africa,,1969,756.0577392578125
5,Africa,,1970,810.0494995117188
6,Africa,,1971,874.9830322265625
7,Africa,,1972,919.5540771484376
8,Africa,,1973,998.1819458007812
9,Africa,,1974,1037.96435546875
10,Africa,,1975,1101.12353515625
11,Africa,,1976,1194.635986328125
12,Africa,,1977,1255.098876953125
13,Africa,,1978,1307.366455078125
14,Africa,,1979,1427.0284423828125
15,Africa,,1980,1547.7098388671875
16,Africa,,1981,1748.1517333984375
17,Africa,,1982,1873.1365966796875
18,Africa,,1983,1949.0736083984373
19,Africa,,1984,2004.552734375
20,Africa,,1985,2073.1005859375
21,Africa,,1986,2107.220458984375
22,Africa,,1987,2193.772705078125
23,Africa,,1988,2334.87353515625
24,Africa,,1989,2331.018310546875
25,Africa,,1990,2418.7265625
26,Africa,,1991,2404.102783203125
27,Africa,,1992,2450.6259765625
28,Africa,,1993,2464.4345703125
29,Africa,,1994,2548.160400390625
30,Africa,,1995,2650.496337890625
31,Africa,,1996,2713.39111328125
32,Africa,,1997,2765.767822265625
33,Africa,,1998,2799.884521484375
34,Africa,,1999,2884.59033203125
35,Africa,,2000,2940.939208984375
36,Africa,,2001,3043.2265625
37,Africa,,2002,3084.193359375
38,Africa,,2003,3253.369873046875
39,Africa,,2004,3488.740966796875
40,Africa,,2005,3501.773193359375
41,Africa,,2006,3571.256103515625
42,Africa,,2007,3706.443603515625
43,Africa,,2008,3940.738037109375
44,Africa,,2009,4002.8388671875
45,Africa,,2010,4111.78662109375
46,Africa,,2011,4141.9970703125
47,Africa,,2012,4312.08740234375
48,Africa,,2013,4421.34765625
49,Africa,,2014,4529.45947265625
50,Africa,,2015,4643.54345703125
51,Africa,,2016,4767.708984375
52,Africa,,2017,4866.9013671875
53,Africa,,2018,4964.65234375
54,Africa,,2019,5043.08251953125
55,Africa,,2020,4704.92578125
56,Africa,,2021,4996.09765625
57,Africa (BP),,1965,674.3026733398438
58,Africa (BP),,1966,703.2786865234375
59,Africa (BP),,1967,708.9625244140625
60,Africa (BP),,1968,743.4017333984375
61,Africa (BP),,1969,756.0578002929688
62,Africa (BP),,1970,810.0494995117188
63,Africa (BP),,1971,874.9830322265625
64,Africa (BP),,1972,919.5540771484376
65,Africa (BP),,1973,998.1819458007812
66,Africa (BP),,1974,1037.96435546875
67,Africa (BP),,1975,1101.12353515625
68,Africa (BP),,1976,1194.635986328125
69,Africa (BP),,1977,1255.098876953125
70,Africa (BP),,1978,1307.366455078125
71,Africa (BP),,1979,1427.0284423828125
72,Africa (BP),,1980,1547.7098388671875
73,Africa (BP),,1981,1748.15185546875
74,Africa (BP),,1982,1873.1365966796875
75,Africa (BP),,1983,1949.073486328125
76,Africa (BP),,1984,2004.552734375
77,Africa (BP),,1985,2073.1005859375
78,Africa (BP),,1986,2107.220458984375
79,Africa (BP),,1987,2193.772705078125
80,Africa (BP),,1988,2334.87353515625
81,Africa (BP),,1989,2331.018310546875
82,Africa (BP),,1990,2418.7265625
83,Africa (BP),,1991,2404.102783203125
84,Africa (BP),,1992,2450.6259765625
85,Africa (BP),,1993,2464.4345703125
86,Africa (BP),,1994,2548.160400390625
87,Africa (BP),,1995,2650.496337890625
88,Africa (BP),,1996,2713.39111328125
89,Africa (BP),,1997,2765.767578125
90,Africa (BP),,1998,2799.88427734375
91,Africa (BP),,1999,2884.59033203125
92,Africa (BP),,2000,2940.939208984375
93,Africa (BP),,2001,3043.2265625
94,Africa (BP),,2002,3084.193359375
95,Africa (BP),,2003,3253.3701171875
96,Africa (BP),,2004,3488.74072265625
97,Africa (BP),,2005,3501.7734375
98,Africa (BP),,2006,3571.256103515625
99,Africa (BP),,2007,3706.443603515625
100,Africa (BP),,2008,3940.73779296875
101,Africa (BP),,2009,4002.8388671875
102,Africa (BP),,2010,4111.78662109375
103,Africa (BP),,2011,4141.9970703125
104,Africa (BP),,2012,4312.0869140625
105,Africa (BP),,2013,4421.34765625
106,Africa (BP),,2014,4529.45947265625
107,Africa (BP),,2015,4643.54345703125
108,Africa (BP),,2016,4767.708984375
109,Africa (BP),,2017,4866.9013671875
110,Africa (BP),,2018,4964.65234375
111,Africa (BP),,2019,5043.08251953125
112,Africa (BP),,2020,4704.92578125
113,Africa (BP),,2021,4996.09765625
114,Algeria,DZA,1965,23.649850845336918
115,Algeria,DZA,1966,28.782794952392575
116,Algeria,DZA,1967,27.03503799438477
117,Algeria,DZA,1968,28.68020248413086
118,Algeria,DZA,1969,32.471717834472656
119,Algeria,DZA,1970,35.043846130371094
120,Algeria,DZA,1971,38.75703811645508
121,Algeria,DZA,1972,43.18413925170898
122,Algeria,DZA,1973,51.02702331542969
123,Algeria,DZA,1974,57.43930816650391
124,Algeria,DZA,1975,69.39978790283203
125,Algeria,DZA,1976,80.95184326171875
126,Algeria,DZA,1977,89.41717529296875
127,Algeria,DZA,1978,112.62222290039062
128,Algeria,DZA,1979,147.67971801757812
129,Algeria,DZA,1980,176.38299560546875
130,Algeria,DZA,1981,214.1039123535156
131,Algeria,DZA,1982,246.6957092285156
132,Algeria,DZA,1983,270.2717590332031
133,Algeria,DZA,1984,258.859619140625
134,Algeria,DZA,1985,260.3863525390625
135,Algeria,DZA,1986,276.75128173828125
136,Algeria,DZA,1987,283.69256591796875
137,Algeria,DZA,1988,304.88067626953125
138,Algeria,DZA,1989,296.3999938964844
139,Algeria,DZA,1990,314.57452392578125
140,Algeria,DZA,1991,311.2286682128906
141,Algeria,DZA,1992,319.638427734375
142,Algeria,DZA,1993,296.9511413574219
143,Algeria,DZA,1994,301.43023681640625
144,Algeria,DZA,1995,312.5741271972656
145,Algeria,DZA,1996,309.5255126953125
146,Algeria,DZA,1997,297.63800048828125
147,Algeria,DZA,1998,307.7132263183594
148,Algeria,DZA,1999,310.8339233398437
149,Algeria,DZA,2000,299.78594970703125
150,Algeria,DZA,2001,310.6102294921875
151,Algeria,DZA,2002,321.7841491699219
152,Algeria,DZA,2003,336.153564453125
153,Algeria,DZA,2004,349.05450439453125
154,Algeria,DZA,2005,364.6814575195313
155,Algeria,DZA,2006,378.6008911132813
156,Algeria,DZA,2007,399.0007019042969
157,Algeria,DZA,2008,422.76165771484375
158,Algeria,DZA,2009,447.9042053222656
159,Algeria,DZA,2010,438.4894409179688
160,Algeria,DZA,2011,463.3955078125
161,Algeria,DZA,2012,506.531982421875
162,Algeria,DZA,2013,536.6290283203125
163,Algeria,DZA,2014,584.9251708984375
164,Algeria,DZA,2015,616.9202880859375
165,Algeria,DZA,2016,616.09619140625
166,Algeria,DZA,2017,622.2537841796875
167,Algeria,DZA,2018,669.4301147460938
168,Algeria,DZA,2019,692.8366088867188
169,Algeria,DZA,2020,652.4639892578125
170,Algeria,DZA,2021,682.7947998046875
171,Argentina,ARG,1965,324.896240234375
172,Argentina,ARG,1966,335.4955139160156
173,Argentina,ARG,1967,345.2636108398437
174,Argentina,ARG,1968,356.4012756347656
175,Argentina,ARG,1969,368.9255676269531
176,Argentina,ARG,1970,348.68902587890625
177,Argentina,ARG,1971,369.968017578125
178,Argentina,ARG,1972,374.74853515625
179,Argentina,ARG,1973,387.4430847167969
180,Argentina,ARG,1974,394.3475646972656
181,Argentina,ARG,1975,380.3053283691406
182,Argentina,ARG,1976,400.3521118164063
183,Argentina,ARG,1977,419.5299682617188
184,Argentina,ARG,1978,410.7586059570313
185,Argentina,ARG,1979,435.2419128417969
186,Argentina,ARG,1980,420.2517700195313
187,Argentina,ARG,1981,406.3126220703125
188,Argentina,ARG,1982,408.8196716308594
189,Argentina,ARG,1983,421.5851440429688
190,Argentina,ARG,1984,415.1765441894531
191,Argentina,ARG,1985,403.8170776367188
192,Argentina,ARG,1986,430.07080078125
193,Argentina,ARG,1987,448.33245849609375
194,Argentina,ARG,1988,478.7455749511719
195,Argentina,ARG,1989,467.7825012207031
196,Argentina,ARG,1990,439.5460815429688
197,Argentina,ARG,1991,451.96917724609375
198,Argentina,ARG,1992,482.11761474609375
199,Argentina,ARG,1993,485.2360229492188
200,Argentina,ARG,1994,504.37841796875
201,Argentina,ARG,1995,529.4221801757812
202,Argentina,ARG,1996,568.747802734375
203,Argentina,ARG,1997,558.965576171875
204,Argentina,ARG,1998,588.21923828125
205,Argentina,ARG,1999,611.5462646484375
206,Argentina,ARG,2000,595.377685546875
207,Argentina,ARG,2001,553.8021240234375
208,Argentina,ARG,2002,531.7772216796875
209,Argentina,ARG,2003,579.306396484375
210,Argentina,ARG,2004,632.2974853515625
211,Argentina,ARG,2005,670.6097412109375
212,Argentina,ARG,2006,697.7806396484375
213,Argentina,ARG,2007,755.2279052734375
214,Argentina,ARG,2008,766.4549560546875
215,Argentina,ARG,2009,731.0341796875
216,Argentina,ARG,2010,762.504150390625
217,Argentina,ARG,2011,793.0222778320312
218,Argentina,ARG,2012,831.567626953125
219,Argentina,ARG,2013,858.9996948242188
220,Argentina,ARG,2014,857.3570556640625
221,Argentina,ARG,2015,869.6484375
222,Argentina,ARG,2016,869.5829467773438
223,Argentina,ARG,2017,866.4227294921875
224,Argentina,ARG,2018,853.9412231445312
225,Argentina,ARG,2019,798.4356689453125
226,Argentina,ARG,2020,746.704833984375
227,Argentina,ARG,2021,818.2005615234375
228,Asia,,1965,4931.34423828125
229,Asia,,1966,5368.138671875
230,Asia,,1967,5671.92724609375
231,Asia,,1968,6107.16015625
232,Asia,,1969,6985.21044921875
233,Asia,,1970,7954.40966796875
234,Asia,,1971,8727.0
235,Asia,,1972,9286.29296875
236,Asia,,1973,10143.763671875
237,Asia,,1974,10291.66015625
238,Asia,,1975,10629.58203125
239,Asia,,1976,11240.6962890625
240,Asia,,1977,12061.8671875
241,Asia,,1978,12829.609375
242,Asia,,1979,13499.3896484375
243,Asia,,1980,13439.6787109375
244,Asia,,1981,13579.96484375
245,Asia,,1982,13846.435546875
246,Asia,,1983,14547.78125
247,Asia,,1984,15722.4716796875
248,Asia,,1985,18350.46875
249,Asia,,1986,19134.830078125
250,Asia,,1987,20168.525390625
251,Asia,,1988,21585.90625
252,Asia,,1989,22651.14453125
253,Asia,,1990,23516.61328125
254,Asia,,1991,24450.37890625
255,Asia,,1992,25617.267578125
256,Asia,,1993,26534.96484375
257,Asia,,1994,27969.78125
258,Asia,,1995,29065.166015625
259,Asia,,1996,30411.01953125
260,Asia,,1997,31292.388671875
261,Asia,,1998,31196.666015625
262,Asia,,1999,32323.1328125
263,Asia,,2000,33615.4453125
264,Asia,,2001,34747.9453125
265,Asia,,2002,36552.87890625
266,Asia,,2003,39780.01953125
267,Asia,,2004,43396.7109375
268,Asia,,2005,46756.41796875
269,Asia,,2006,49395.62890625
270,Asia,,2007,52638.2421875
271,Asia,,2008,54180.97265625
272,Asia,,2009,55469.3125
273,Asia,,2010,58819.38671875
274,Asia,,2011,62319.46875
275,Asia,,2012,64566.28515625
276,Asia,,2013,65907.2265625
277,Asia,,2014,67385.671875
278,Asia,,2015,68363.0859375
279,Asia,,2016,69516.9296875
280,Asia,,2017,71324.4921875
281,Asia,,2018,73420.65625
282,Asia,,2019,74479.2890625
283,Asia,,2020,72830.7578125
284,Asia,,2021,76744.6875
285,Asia Pacific (BP),,1965,4769.23095703125
286,Asia Pacific (BP),,1966,5196.57958984375
287,Asia Pacific (BP),,1967,5492.318359375
288,Asia Pacific (BP),,1968,5907.35302734375
289,Asia Pacific (BP),,1969,6759.12890625
290,Asia Pacific (BP),,1970,7725.74609375
291,Asia Pacific (BP),,1971,8453.04296875
292,Asia Pacific (BP),,1972,8971.0751953125
293,Asia Pacific (BP),,1973,9762.990234375
294,Asia Pacific (BP),,1974,9890.896484375
295,Asia Pacific (BP),,1975,10226.4580078125
296,Asia Pacific (BP),,1976,10731.4296875
297,Asia Pacific (BP),,1977,11425.767578125
298,Asia Pacific (BP),,1978,12136.521484375
299,Asia Pacific (BP),,1979,12631.8271484375
300,Asia Pacific (BP),,1980,12614.7275390625
301,Asia Pacific (BP),,1981,12641.3740234375
302,Asia Pacific (BP),,1982,12721.0537109375
303,Asia Pacific (BP),,1983,13206.966796875
304,Asia Pacific (BP),,1984,14149.1640625
305,Asia Pacific (BP),,1985,14742.9931640625
306,Asia Pacific (BP),,1986,15345.1630859375
307,Asia Pacific (BP),,1987,16190.953125
308,Asia Pacific (BP),,1988,17439.22265625
309,Asia Pacific (BP),,1989,18340.931640625
310,Asia Pacific (BP),,1990,19099.3046875
311,Asia Pacific (BP),,1991,19976.220703125
312,Asia Pacific (BP),,1992,21002.927734375
313,Asia Pacific (BP),,1993,22013.21875
314,Asia Pacific (BP),,1994,23248.890625
315,Asia Pacific (BP),,1995,24336.041015625
316,Asia Pacific (BP),,1996,25582.158203125
317,Asia Pacific (BP),,1997,26352.55859375
318,Asia Pacific (BP),,1998,26148.71875
319,Asia Pacific (BP),,1999,27211.767578125
320,Asia Pacific (BP),,2000,28257.861328125
321,Asia Pacific (BP),,2001,29144.48046875
322,Asia Pacific (BP),,2002,30663.755859375
323,Asia Pacific (BP),,2003,33601.16015625
324,Asia Pacific (BP),,2004,36724.69921875
325,Asia Pacific (BP),,2005,39699.40625
326,Asia Pacific (BP),,2006,41992.828125
327,Asia Pacific (BP),,2007,44759.09375
328,Asia Pacific (BP),,2008,45763.35546875
329,Asia Pacific (BP),,2009,46859.140625
330,Asia Pacific (BP),,2010,49651.33984375
331,Asia Pacific (BP),,2011,52579.2734375
332,Asia Pacific (BP),,2012,54360.23828125
333,Asia Pacific (BP),,2013,55516.40625
334,Asia Pacific (BP),,2014,56539.2421875
335,Asia Pacific (BP),,2015,57220.26171875
336,Asia Pacific (BP),,2016,58033.40625
337,Asia Pacific (BP),,2017,59525.71484375
338,Asia Pacific (BP),,2018,61325.9609375
339,Asia Pacific (BP),,2019,62380.73046875
340,Asia Pacific (BP),,2020,60972.390625
341,Asia Pacific (BP),,2021,64258.6015625
342,Australia,AUS,1965,402.07659912109375
343,Australia,AUS,1966,423.4757080078125
344,Australia,AUS,1967,449.6770629882813
345,Australia,AUS,1968,477.2839965820313
346,Australia,AUS,1969,495.8523864746094
347,Australia,AUS,1970,539.1937866210938
348,Australia,AUS,1971,563.940673828125
349,Australia,AUS,1972,591.0381469726562
350,Australia,AUS,1973,631.9478149414062
351,Australia,AUS,1974,669.5065307617188
352,Australia,AUS,1975,678.3161010742188
353,Australia,AUS,1976,705.6903686523438
354,Australia,AUS,1977,744.5496826171875
355,Australia,AUS,1978,766.5330810546875
356,Australia,AUS,1979,797.8316040039062
357,Australia,AUS,1980,803.1973876953125
358,Australia,AUS,1981,815.5015869140625
359,Australia,AUS,1982,810.510498046875
360,Australia,AUS,1983,783.7138671875
361,Australia,AUS,1984,812.198974609375
362,Australia,AUS,1985,834.892333984375
363,Australia,AUS,1986,851.9624633789062
364,Australia,AUS,1987,879.4255981445312
365,Australia,AUS,1988,918.7304077148438
366,Australia,AUS,1989,967.35009765625
367,Australia,AUS,1990,986.9912719726562
368,Australia,AUS,1991,976.7056884765624
369,Australia,AUS,1992,992.8748168945312
370,Australia,AUS,1993,1013.4342041015624
371,Australia,AUS,1994,1055.4195556640625
372,Australia,AUS,1995,1105.35986328125
373,Australia,AUS,1996,1137.80029296875
374,Australia,AUS,1997,1166.8211669921875
375,Australia,AUS,1998,1196.0067138671875
376,Australia,AUS,1999,1245.3375244140625
377,Australia,AUS,2000,1253.1943359375
378,Australia,AUS,2001,1264.4697265625
379,Australia,AUS,2002,1288.9951171875
380,Australia,AUS,2003,1306.22412109375
381,Australia,AUS,2004,1347.7528076171875
382,Australia,AUS,2005,1349.5140380859375
383,Australia,AUS,2006,1408.5712890625
384,Australia,AUS,2007,1446.2708740234375
385,Australia,AUS,2008,1475.35693359375
386,Australia,AUS,2009,1450.366455078125
387,Australia,AUS,2010,1443.7652587890625
388,Australia,AUS,2011,1467.059814453125
389,Australia,AUS,2012,1445.4979248046875
390,Australia,AUS,2013,1451.01806640625
391,Australia,AUS,2014,1469.5260009765625
392,Australia,AUS,2015,1498.94775390625
393,Australia,AUS,2016,1490.494140625
394,Australia,AUS,2017,1492.24951171875
395,Australia,AUS,2018,1486.674560546875
396,Australia,AUS,2019,1529.80908203125
397,Australia,AUS,2020,1421.64892578125
398,Australia,AUS,2021,1383.39013671875
399,Austria,AUT,1965,141.94102478027344
400,Austria,AUT,1966,147.07748413085938
401,Austria,AUT,1967,148.0306854248047
402,Austria,AUT,1968,160.46871948242188
403,Austria,AUT,1969,172.49154663085938
404,Austria,AUT,1970,191.19581604003903
405,Austria,AUT,1971,203.3472900390625
406,Austria,AUT,1972,210.70651245117188
407,Austria,AUT,1973,224.708740234375
408,Austria,AUT,1974,215.80242919921875
409,Austria,AUT,1975,210.7014312744141
410,Austria,AUT,1976,230.08143615722656
411,Austria,AUT,1977,217.9071502685547
412,Austria,AUT,1978,230.4401397705078
413,Austria,AUT,1979,239.13522338867188
414,Austria,AUT,1980,234.796142578125
415,Austria,AUT,1981,220.30499267578125
416,Austria,AUT,1982,209.96160888671875
417,Austria,AUT,1983,209.99267578125
418,Austria,AUT,1984,218.07473754882807
419,Austria,AUT,1985,221.7925262451172
420,Austria,AUT,1986,220.9420623779297
421,Austria,AUT,1987,226.48556518554688
422,Austria,AUT,1988,221.3968811035156
423,Austria,AUT,1989,223.71006774902344
424,Austria,AUT,1990,238.275146484375
425,Austria,AUT,1991,254.5411071777344
426,Austria,AUT,1992,238.59115600585935
427,Austria,AUT,1993,239.1345977783203
428,Austria,AUT,1994,240.44192504882807
429,Austria,AUT,1995,251.35760498046875
430,Austria,AUT,1996,261.1072998046875
431,Austria,AUT,1997,262.8251342773437
432,Austria,AUT,1998,265.2139892578125
433,Austria,AUT,1999,264.1488342285156
434,Austria,AUT,2000,262.4335021972656
435,Austria,AUT,2001,280.4486694335937
436,Austria,AUT,2002,282.8848571777344
437,Austria,AUT,2003,307.11383056640625
438,Austria,AUT,2004,302.39697265625
439,Austria,AUT,2005,306.34136962890625
440,Austria,AUT,2006,300.4395751953125
441,Austria,AUT,2007,284.2265014648437
442,Austria,AUT,2008,288.2121887207031
443,Austria,AUT,2009,267.1595458984375
444,Austria,AUT,2010,287.3066101074219
445,Austria,AUT,2011,272.51226806640625
446,Austria,AUT,2012,265.3316650390625
447,Austria,AUT,2013,266.2495422363281
448,Austria,AUT,2014,250.1621856689453
449,Austria,AUT,2015,257.0770568847656
450,Austria,AUT,2016,262.87518310546875
451,Austria,AUT,2017,273.5346984863281
452,Austria,AUT,2018,266.8460693359375
453,Austria,AUT,2019,275.7239990234375
454,Austria,AUT,2020,247.1552734375
455,Austria,AUT,2021,257.4906005859375
581,Belgium,BEL,1965,412.1369018554688
582,Belgium,BEL,1966,396.9577941894531
583,Belgium,BEL,1967,416.6843872070313
584,Belgium,BEL,1968,464.52239990234375
585,Belgium,BEL,1969,510.03228759765625
586,Belgium,BEL,1970,538.701904296875
587,Belgium,BEL,1971,528.9381103515625
588,Belgium,BEL,1972,562.1693725585938
589,Belgium,BEL,1973,569.234375
590,Belgium,BEL,1974,549.3082275390625
591,Belgium,BEL,1975,497.9634399414063
592,Belgium,BEL,1976,520.5977783203125
593,Belgium,BEL,1977,515.2744750976562
594,Belgium,BEL,1978,537.7190551757812
595,Belgium,BEL,1979,557.2578735351562
596,Belgium,BEL,1980,528.7186279296875
597,Belgium,BEL,1981,499.7540283203125
598,Belgium,BEL,1982,469.3016357421875
599,Belgium,BEL,1983,429.5043640136719
600,Belgium,BEL,1984,441.64111328125
601,Belgium,BEL,1985,445.1695556640625
602,Belgium,BEL,1986,448.5486755371094
603,Belgium,BEL,1987,457.8580322265625
604,Belgium,BEL,1988,466.2415771484375
605,Belgium,BEL,1989,476.0842895507813
606,Belgium,BEL,1990,498.42083740234375
607,Belgium,BEL,1991,519.6057739257812
608,Belgium,BEL,1992,516.3150024414062
609,Belgium,BEL,1993,510.6575622558594
610,Belgium,BEL,1994,546.8049926757812
611,Belgium,BEL,1995,552.7207641601562
612,Belgium,BEL,1996,589.1821899414062
613,Belgium,BEL,1997,584.9375610351562
614,Belgium,BEL,1998,602.0637817382812
615,Belgium,BEL,1999,588.4244384765625
616,Belgium,BEL,2000,603.4815673828125
617,Belgium,BEL,2001,602.88671875
618,Belgium,BEL,2002,597.3049926757812
619,Belgium,BEL,2003,626.1304931640625
620,Belgium,BEL,2004,629.1558837890625
621,Belgium,BEL,2005,618.7869262695312
622,Belgium,BEL,2006,621.70849609375
623,Belgium,BEL,2007,621.80615234375
624,Belgium,BEL,2008,639.1719970703125
625,Belgium,BEL,2009,580.6317138671875
626,Belgium,BEL,2010,621.5777587890625
627,Belgium,BEL,2011,565.7046508789062
628,Belgium,BEL,2012,551.771484375
629,Belgium,BEL,2013,562.1495361328125
630,Belgium,BEL,2014,534.18896484375
631,Belgium,BEL,2015,558.7716064453125
632,Belgium,BEL,2016,565.6300659179688
633,Belgium,BEL,2017,573.1580810546875
634,Belgium,BEL,2018,599.5313720703125
635,Belgium,BEL,2019,579.56396484375
636,Belgium,BEL,2020,517.89892578125
637,Belgium,BEL,2021,559.5573120117188
638,Brazil,BRA,1965,198.4220428466797
639,Brazil,BRA,1966,216.26239013671875
640,Brazil,BRA,1967,223.2675323486328
641,Brazil,BRA,1968,263.1499938964844
642,Brazil,BRA,1969,289.14208984375
643,Brazil,BRA,1970,327.3740234375
644,Brazil,BRA,1971,358.4047546386719
645,Brazil,BRA,1972,409.76763916015625
646,Brazil,BRA,1973,496.8573913574219
647,Brazil,BRA,1974,537.0142822265625
648,Brazil,BRA,1975,559.4674072265625
649,Brazil,BRA,1976,604.906982421875
650,Brazil,BRA,1977,629.5377807617188
651,Brazil,BRA,1978,689.327880859375
652,Brazil,BRA,1979,726.7656860351562
653,Brazil,BRA,1980,711.4629516601562
654,Brazil,BRA,1981,679.889892578125
655,Brazil,BRA,1982,695.9000854492188
656,Brazil,BRA,1983,678.359130859375
657,Brazil,BRA,1984,707.1066284179688
658,Brazil,BRA,1985,738.9999389648438
659,Brazil,BRA,1986,806.9593505859375
660,Brazil,BRA,1987,835.0771484375
661,Brazil,BRA,1988,849.8987426757812
662,Brazil,BRA,1989,855.0307006835938
663,Brazil,BRA,1990,829.6463012695312
664,Brazil,BRA,1991,854.9750366210938
665,Brazil,BRA,1992,909.9146728515624
666,Brazil,BRA,1993,950.11962890625
667,Brazil,BRA,1994,1010.0505981445312
668,Brazil,BRA,1995,1057.7786865234375
669,Brazil,BRA,1996,1122.855712890625
670,Brazil,BRA,1997,1197.9346923828125
671,Brazil,BRA,1998,1240.1072998046875
672,Brazil,BRA,1999,1269.917236328125
673,Brazil,BRA,2000,1283.6075439453125
674,Brazil,BRA,2001,1324.1947021484375
675,Brazil,BRA,2002,1322.409912109375
676,Brazil,BRA,2003,1313.6064453125
677,Brazil,BRA,2004,1383.3145751953125
678,Brazil,BRA,2005,1407.3134765625
679,Brazil,BRA,2006,1436.215576171875
680,Brazil,BRA,2007,1494.0882568359375
681,Brazil,BRA,2008,1583.0701904296875
682,Brazil,BRA,2009,1492.970703125
683,Brazil,BRA,2010,1708.7802734375
684,Brazil,BRA,2011,1796.508544921875
685,Brazil,BRA,2012,1892.375244140625
686,Brazil,BRA,2013,2038.079345703125
687,Brazil,BRA,2014,2122.188720703125
688,Brazil,BRA,2015,2007.343994140625
689,Brazil,BRA,2016,1860.3951416015625
690,Brazil,BRA,2017,1890.4921875
691,Brazil,BRA,2018,1802.84375
692,Brazil,BRA,2019,1797.007568359375
693,Brazil,BRA,2020,1648.983154296875
694,Brazil,BRA,2021,1840.248779296875
695,Bulgaria,BGR,1965,114.01166534423828
696,Bulgaria,BGR,1966,122.62187957763672
697,Bulgaria,BGR,1967,143.36160278320312
698,Bulgaria,BGR,1968,163.0787353515625
699,Bulgaria,BGR,1969,180.6297912597656
700,Bulgaria,BGR,1970,202.9950408935547
701,Bulgaria,BGR,1971,211.580322265625
702,Bulgaria,BGR,1972,218.1233673095703
703,Bulgaria,BGR,1973,225.47413635253903
704,Bulgaria,BGR,1974,231.24681091308597
705,Bulgaria,BGR,1975,250.8122711181641
706,Bulgaria,BGR,1976,258.1125183105469
707,Bulgaria,BGR,1977,268.9953918457031
708,Bulgaria,BGR,1978,281.2505187988281
709,Bulgaria,BGR,1979,290.92730712890625
710,Bulgaria,BGR,1980,307.5193786621094
711,Bulgaria,BGR,1981,294.4606628417969
712,Bulgaria,BGR,1982,299.614990234375
713,Bulgaria,BGR,1983,296.5603332519531
714,Bulgaria,BGR,1984,293.6732177734375
715,Bulgaria,BGR,1985,293.00445556640625
716,Bulgaria,BGR,1986,302.50762939453125
717,Bulgaria,BGR,1987,303.5054626464844
718,Bulgaria,BGR,1988,301.2068176269531
719,Bulgaria,BGR,1989,301.99951171875
720,Bulgaria,BGR,1990,277.2714233398437
721,Bulgaria,BGR,1991,217.6486358642578
722,Bulgaria,BGR,1992,207.35836791992188
723,Bulgaria,BGR,1993,216.787353515625
724,Bulgaria,BGR,1994,204.5699615478516
725,Bulgaria,BGR,1995,215.83941650390625
726,Bulgaria,BGR,1996,210.63702392578125
727,Bulgaria,BGR,1997,197.9713287353516
728,Bulgaria,BGR,1998,188.99002075195312
729,Bulgaria,BGR,1999,161.98745727539062
730,Bulgaria,BGR,2000,157.97146606445312
731,Bulgaria,BGR,2001,164.49354553222656
732,Bulgaria,BGR,2002,156.38050842285156
733,Bulgaria,BGR,2003,170.71961975097656
734,Bulgaria,BGR,2004,164.7355499267578
735,Bulgaria,BGR,2005,174.81246948242188
736,Bulgaria,BGR,2006,177.73165893554688
737,Bulgaria,BGR,2007,187.2865295410156
738,Bulgaria,BGR,2008,180.61936950683597
739,Bulgaria,BGR,2009,151.24356079101562
740,Bulgaria,BGR,2010,154.24761962890625
741,Bulgaria,BGR,2011,170.0616912841797
742,Bulgaria,BGR,2012,155.8984375
743,Bulgaria,BGR,2013,140.07574462890625
744,Bulgaria,BGR,2014,148.13209533691406
745,Bulgaria,BGR,2015,158.93458557128906
746,Bulgaria,BGR,2016,150.64019775390625
747,Bulgaria,BGR,2017,158.77902221679688
748,Bulgaria,BGR,2018,149.1383819580078
749,Bulgaria,BGR,2019,145.29580688476562
750,Bulgaria,BGR,2020,129.24984741210938
751,Bulgaria,BGR,2021,148.15956115722656
752,CIS (BP),,1965,6670.7958984375
753,CIS (BP),,1966,7078.8408203125
754,CIS (BP),,1967,7462.6884765625
755,CIS (BP),,1968,7703.6904296875
756,CIS (BP),,1969,8023.5205078125
757,CIS (BP),,1970,8429.6826171875
758,CIS (BP),,1971,8854.193359375
759,CIS (BP),,1972,9325.470703125
760,CIS (BP),,1973,9807.642578125
761,CIS (BP),,1974,10323.314453125
762,CIS (BP),,1975,10852.6240234375
763,CIS (BP),,1976,11237.640625
764,CIS (BP),,1977,11694.833984375
765,CIS (BP),,1978,12155.2216796875
766,CIS (BP),,1979,12478.6796875
767,CIS (BP),,1980,12697.96484375
768,CIS (BP),,1981,12938.9375
769,CIS (BP),,1982,13279.263671875
770,CIS (BP),,1983,13527.69921875
771,CIS (BP),,1984,13912.21875
772,CIS (BP),,1985,11114.3984375
773,CIS (BP),,1986,11372.80859375
774,CIS (BP),,1987,11675.3759765625
775,CIS (BP),,1988,11882.8779296875
776,CIS (BP),,1989,11922.72265625
777,CIS (BP),,1990,11786.830078125
778,CIS (BP),,1991,11560.322265625
779,CIS (BP),,1992,10981.13671875
780,CIS (BP),,1993,10073.5078125
781,CIS (BP),,1994,9151.4736328125
782,CIS (BP),,1995,8564.6142578125
783,CIS (BP),,1996,8284.94140625
784,CIS (BP),,1997,7771.94384765625
785,CIS (BP),,1998,7767.28271484375
