,Entity,Code,Year,Fossil fuels (TWh)
1544,Europe,,2012,24680.615234375
1545,Europe,,2013,24132.0859375
1546,Europe,,2014,23097.7109375
1547,Europe,,2015,22971.080078125
1548,Europe,,2016,23374.9453125
1549,Europe,,2017,23485.3984375
1550,Europe,,2018,23680.548828125
1551,Europe,,2019,23134.76171875
1552,Europe,,2020,21091.248046875
1553,Europe,,2021,22414.8046875
1554,Europe (BP),,1965,11454.4853515625
1555,Europe (BP),,1966,11743.990234375
1556,Europe (BP),,1967,12107.0791015625
1557,Europe (BP),,1968,12937.94921875
1558,Europe (BP),,1969,13947.439453125
1559,Europe (BP),,1970,14866.388671875
1560,Europe (BP),,1971,15270.30859375
1561,Europe (BP),,1972,15968.6572265625
1562,Europe (BP),,1973,16922.31640625
1563,Europe (BP),,1974,16550.16015625
1564,Europe (BP),,1975,16263.380859375
1565,Europe (BP),,1976,17305.666015625
1566,Europe (BP),,1977,17325.498046875
1567,Europe (BP),,1978,18001.025390625
1568,Europe (BP),,1979,18614.58203125
1569,Europe (BP),,1980,18044.099609375
1570,Europe (BP),,1981,17279.138671875
1571,Europe (BP),,1982,16835.306640625
1572,Europe (BP),,1983,16795.0703125
1573,Europe (BP),,1984,16967.19921875
1574,Europe (BP),,1985,20332.080078125
1575,Europe (BP),,1986,20652.62109375
1576,Europe (BP),,1987,20936.212890625
1577,Europe (BP),,1988,20871.2734375
1578,Europe (BP),,1989,20871.490234375
1579,Europe (BP),,1990,21075.078125
1580,Europe (BP),,1991,20667.890625
1581,Europe (BP),,1992,19782.46875
1582,Europe (BP),,1993,19207.15234375
1583,Europe (BP),,1994,18713.759765625
1584,Europe (BP),,1995,19083.490234375
1585,Europe (BP),,1996,19547.4140625
1586,Europe (BP),,1997,19366.1171875
1587,Europe (BP),,1998,19496.216796875
1588,Europe (BP),,1999,19304.095703125
1589,Europe (BP),,2000,19464.263671875
1590,Europe (BP),,2001,19657.87109375
1591,Europe (BP),,2002,19643.248046875
1592,Europe (BP),,2003,20136.75390625
1593,Europe (BP),,2004,20289.83984375
1594,Europe (BP),,2005,20406.798828125
1595,Europe (BP),,2006,20599.513671875
1596,Europe (BP),,2007,20419.212890625
1597,Europe (BP),,2008,20125.482421875
1598,Europe (BP),,2009,18704.330078125
1599,Europe (BP),,2010,19244.771484375
1600,Europe (BP),,2011,18762.005859375
1601,Europe (BP),,2012,18423.6015625
1602,Europe (BP),,2013,18013.76953125
1603,Europe (BP),,2014,17047.546875
1604,Europe (BP),,2015,17161.93359375
1605,Europe (BP),,2016,17493.52734375
1606,Europe (BP),,2017,17673.5234375
1607,Europe (BP),,2018,17506.376953125
1608,Europe (BP),,2019,17015.251953125
1609,Europe (BP),,2020,15344.591796875
1610,Europe (BP),,2021,16150.328125
1611,European Union (27),,1965,8769.0107421875
1612,European Union (27),,1966,9030.78515625
1613,European Union (27),,1967,9390.2822265625
1614,European Union (27),,1968,10091.099609375
1615,European Union (27),,1969,10985.857421875
1616,European Union (27),,1970,11787.6845703125
1617,European Union (27),,1971,12176.873046875
1618,European Union (27),,1972,12811.5048828125
1619,European Union (27),,1973,13575.4931640625
1620,European Union (27),,1974,13356.009765625
1621,European Union (27),,1975,13184.3466796875
1622,European Union (27),,1976,14138.4775390625
1623,European Union (27),,1977,14078.2255859375
1624,European Union (27),,1978,14664.43359375
1625,European Union (27),,1979,15154.9267578125
1626,European Union (27),,1980,14826.7177734375
1627,European Union (27),,1981,14142.244140625
1628,European Union (27),,1982,13717.095703125
1629,European Union (27),,1983,13612.359375
1630,European Union (27),,1984,13770.93359375
1631,European Union (27),,1985,14275.2802734375
1632,European Union (27),,1986,14405.8056640625
1633,European Union (27),,1987,14605.107421875
1634,European Union (27),,1988,14559.6015625
1635,European Union (27),,1989,14678.34375
1636,European Union (27),,1990,14522.1103515625
1637,European Union (27),,1991,14343.8828125
1638,European Union (27),,1992,13967.1826171875
1639,European Union (27),,1993,13742.740234375
1640,European Union (27),,1994,13651.1962890625
1641,European Union (27),,1995,13998.873046875
1642,European Union (27),,1996,14416.203125
1643,European Union (27),,1997,14279.3984375
1644,European Union (27),,1998,14426.9970703125
1645,European Union (27),,1999,14295.3369140625
1646,European Union (27),,2000,14324.3125
1647,European Union (27),,2001,14544.677734375
1648,European Union (27),,2002,14537.021484375
1649,European Union (27),,2003,14883.640625
1650,European Union (27),,2004,14975.3759765625
1651,European Union (27),,2005,15023.0234375
1652,European Union (27),,2006,15102.7060546875
1653,European Union (27),,2007,14904.109375
1654,European Union (27),,2008,14666.041015625
1655,European Union (27),,2009,13641.171875
1656,European Union (27),,2010,14012.451171875
1657,European Union (27),,2011,13551.47265625
1658,European Union (27),,2012,13196.958984375
1659,European Union (27),,2013,12903.2119140625
1660,European Union (27),,2014,12207.49609375
1661,European Union (27),,2015,12455.8408203125
1662,European Union (27),,2016,12678.60546875
1663,European Union (27),,2017,12866.5126953125
1664,European Union (27),,2018,12751.1025390625
1665,European Union (27),,2019,12387.994140625
1666,European Union (27),,2020,11083.486328125
1667,European Union (27),,2021,11759.013671875
1668,Finland,FIN,1965,87.74530029296875
1669,Finland,FIN,1966,100.66920471191406
1670,Finland,FIN,1967,103.86449432373048
1671,Finland,FIN,1968,119.01532745361328
1672,Finland,FIN,1969,139.0602569580078
1673,Finland,FIN,1970,153.54544067382812
1674,Finland,FIN,1971,154.9983367919922
1675,Finland,FIN,1972,166.0177001953125
1676,Finland,FIN,1973,185.49417114257807
1677,Finland,FIN,1974,170.37660217285156
1678,Finland,FIN,1975,175.14913940429688
1679,Finland,FIN,1976,196.00222778320312
1680,Finland,FIN,1977,193.423583984375
1681,Finland,FIN,1978,207.7491455078125
1682,Finland,FIN,1979,214.70530700683597
1683,Finland,FIN,1980,214.66275024414065
1684,Finland,FIN,1981,185.53082275390625
1685,Finland,FIN,1982,177.9197998046875
1686,Finland,FIN,1983,171.27687072753906
1687,Finland,FIN,1984,180.00433349609375
1688,Finland,FIN,1985,195.56491088867188
1689,Finland,FIN,1986,198.63235473632807
1690,Finland,FIN,1987,208.14691162109372
1691,Finland,FIN,1988,207.69692993164065
1692,Finland,FIN,1989,211.28985595703125
1693,Finland,FIN,1990,220.1529235839844
1694,Finland,FIN,1991,220.41238403320312
1695,Finland,FIN,1992,214.5442657470703
1696,Finland,FIN,1993,217.0834503173828
1697,Finland,FIN,1994,238.41680908203125
1698,Finland,FIN,1995,218.85354614257807
1699,Finland,FIN,1996,238.3111114501953
1700,Finland,FIN,1997,231.6507568359375
1701,Finland,FIN,1998,227.8658599853516
1702,Finland,FIN,1999,227.3243408203125
1703,Finland,FIN,2000,224.1629943847656
1704,Finland,FIN,2001,237.28489685058597
1705,Finland,FIN,2002,245.97479248046875
1706,Finland,FIN,2003,273.5923767089844
1707,Finland,FIN,2004,253.28289794921875
1708,Finland,FIN,2005,223.27706909179688
1709,Finland,FIN,2006,253.28436279296875
1710,Finland,FIN,2007,246.212890625
1711,Finland,FIN,2008,223.68833923339844
1712,Finland,FIN,2009,212.7007293701172
1713,Finland,FIN,2010,237.3933258056641
1714,Finland,FIN,2011,214.82586669921875
1715,Finland,FIN,2012,194.50393676757807
1716,Finland,FIN,2013,202.2497100830078
1717,Finland,FIN,2014,186.6282196044922
1718,Finland,FIN,2015,175.87355041503906
1719,Finland,FIN,2016,185.296630859375
1720,Finland,FIN,2017,175.71263122558594
1721,Finland,FIN,2018,180.04237365722656
1722,Finland,FIN,2019,170.71229553222656
1723,Finland,FIN,2020,150.3181610107422
1724,Finland,FIN,2021,150.59979248046875
1725,France,FRA,1965,1168.4837646484375
1726,France,FRA,1966,1181.7335205078125
1727,France,FRA,1967,1285.1717529296875
1728,France,FRA,1968,1345.7490234375
1729,France,FRA,1969,1490.12109375
1730,France,FRA,1970,1615.03125
1731,France,FRA,1971,1699.4091796875
1732,France,FRA,1972,1813.4573974609373
1733,France,FRA,1973,1988.1038818359373
1734,France,FRA,1974,1923.9534912109373
1735,France,FRA,1975,1779.1871337890625
1736,France,FRA,1976,1950.367919921875
1737,France,FRA,1977,1890.52880859375
1738,France,FRA,1978,1975.616455078125
1739,France,FRA,1979,2021.116455078125
1740,France,FRA,1980,1923.0943603515625
1741,France,FRA,1981,1767.74609375
1742,France,FRA,1982,1677.9036865234375
1743,France,FRA,1983,1635.6102294921875
1744,France,FRA,1984,1589.15966796875
1745,France,FRA,1985,1582.2896728515625
1746,France,FRA,1986,1555.140625
1747,France,FRA,1987,1544.503173828125
1748,France,FRA,1988,1531.791015625
1749,France,FRA,1989,1571.722900390625
1750,France,FRA,1990,1601.2550048828125
1751,France,FRA,1991,1707.9404296875
1752,France,FRA,1992,1677.7042236328125
1753,France,FRA,1993,1606.060791015625
1754,France,FRA,1994,1551.72705078125
1755,France,FRA,1995,1585.1710205078125
1756,France,FRA,1996,1654.8822021484375
1757,France,FRA,1997,1624.681396484375
1758,France,FRA,1998,1718.9285888671875
1759,France,FRA,1999,1722.8291015625
1760,France,FRA,2000,1719.7066650390625
1761,France,FRA,2001,1725.4395751953125
1762,France,FRA,2002,1697.533447265625
1763,France,FRA,2003,1730.1689453125
1764,France,FRA,2004,1742.165771484375
1765,France,FRA,2005,1742.58837890625
1766,France,FRA,2006,1711.23046875
1767,France,FRA,2007,1675.2353515625
1768,France,FRA,2008,1661.716064453125
1769,France,FRA,2009,1587.676513671875
1770,France,FRA,2010,1609.9744873046875
1771,France,FRA,2011,1503.186767578125
1772,France,FRA,2012,1500.3118896484375
1773,France,FRA,2013,1501.0537109375
1774,France,FRA,2014,1364.9849853515625
1775,France,FRA,2015,1392.8245849609375
1776,France,FRA,2016,1422.166015625
1777,France,FRA,2017,1437.1834716796875
1778,France,FRA,2018,1404.1029052734375
1779,France,FRA,2019,1384.474365234375
1780,France,FRA,2020,1204.7257080078125
1781,France,FRA,2021,1303.0382080078125
1782,Germany,DEU,1965,2921.021728515625
1783,Germany,DEU,1966,2924.4013671875
1784,Germany,DEU,1967,2916.71484375
1785,Germany,DEU,1968,3115.431396484375
1786,Germany,DEU,1969,3365.21875
1787,Germany,DEU,1970,3537.805908203125
1788,Germany,DEU,1971,3582.936279296875
1789,Germany,DEU,1972,3700.902099609375
1790,Germany,DEU,1973,3904.608154296875
1791,Germany,DEU,1974,3821.408447265625
1792,Germany,DEU,1975,3642.0419921875
1793,Germany,DEU,1976,3888.08056640625
1794,Germany,DEU,1977,3834.1591796875
1795,Germany,DEU,1978,3969.18408203125
1796,Germany,DEU,1979,4176.20849609375
1797,Germany,DEU,1980,4018.833984375
1798,Germany,DEU,1981,3856.635498046875
1799,Germany,DEU,1982,3687.19873046875
1800,Germany,DEU,1983,3736.758544921875
1801,Germany,DEU,1984,3811.1025390625
1802,Germany,DEU,1985,3840.231201171875
1803,Germany,DEU,1986,3824.39794921875
1804,Germany,DEU,1987,3824.256103515625
1805,Germany,DEU,1988,3796.15966796875
1806,Germany,DEU,1989,3741.83837890625
1807,Germany,DEU,1990,3703.8671875
1808,Germany,DEU,1991,3620.40283203125
1809,Germany,DEU,1992,3497.780029296875
1810,Germany,DEU,1993,3492.76025390625
1811,Germany,DEU,1994,3456.3515625
1812,Germany,DEU,1995,3462.4423828125
1813,Germany,DEU,1996,3578.189697265625
1814,Germany,DEU,1997,3496.77880859375
1815,Germany,DEU,1998,3481.87939453125
1816,Germany,DEU,1999,3392.8798828125
1817,Germany,DEU,2000,3391.7763671875
1818,Germany,DEU,2001,3460.38134765625
1819,Germany,DEU,2002,3408.056396484375
1820,Germany,DEU,2003,3405.056640625
1821,Germany,DEU,2004,3366.810546875
1822,Germany,DEU,2005,3308.25537109375
1823,Germany,DEU,2006,3360.6171875
1824,Germany,DEU,2007,3214.107421875
1825,Germany,DEU,2008,3225.8837890625
1826,Germany,DEU,2009,3018.43212890625
1827,Germany,DEU,2010,3134.52880859375
1828,Germany,DEU,2011,3032.669189453125
1829,Germany,DEU,2012,3052.56396484375
1830,Germany,DEU,2013,3147.404541015625
1831,Germany,DEU,2014,2963.1630859375
1832,Germany,DEU,2015,2981.13427734375
1833,Germany,DEU,2016,3062.10107421875
1834,Germany,DEU,2017,3065.357421875
1835,Germany,DEU,2018,2951.8798828125
1836,Germany,DEU,2019,2811.78466796875
1837,Germany,DEU,2020,2545.103271484375
1838,Germany,DEU,2021,2655.21826171875
1839,Greece,GRC,1965,76.77763366699219
1840,Greece,GRC,1966,81.53446960449219
1841,Greece,GRC,1967,90.48912811279295
1842,Greece,GRC,1968,95.09315490722656
1843,Greece,GRC,1969,98.64524841308594
1844,Greece,GRC,1970,108.56805419921876
1845,Greece,GRC,1971,130.790771484375
1846,Greece,GRC,1972,147.60061645507812
1847,Greece,GRC,1973,172.3602294921875
1848,Greece,GRC,1974,167.99795532226562
1849,Greece,GRC,1975,192.33132934570312
1850,Greece,GRC,1976,213.5176696777344
1851,Greece,GRC,1977,221.5067901611328
1852,Greece,GRC,1978,222.34713745117188
1853,Greece,GRC,1979,192.49188232421875
1854,Greece,GRC,1980,191.03921508789065
1855,Greece,GRC,1981,186.44320678710935
1856,Greece,GRC,1982,188.6533203125
1857,Greece,GRC,1983,193.37940979003903
1858,Greece,GRC,1984,200.6747283935547
1859,Greece,GRC,1985,212.6161651611328
1860,Greece,GRC,1986,211.8142242431641
1861,Greece,GRC,1987,233.8568878173828
1862,Greece,GRC,1988,248.6013641357422
1863,Greece,GRC,1989,271.448486328125
1864,Greece,GRC,1990,282.0756225585937
1865,Greece,GRC,1991,282.31268310546875
1866,Greece,GRC,1992,290.0773010253906
1867,Greece,GRC,1993,293.6408386230469
1868,Greece,GRC,1994,297.8455810546875
1869,Greece,GRC,1995,306.2550964355469
1870,Greece,GRC,1996,311.83123779296875
1871,Greece,GRC,1997,322.458251953125
1872,Greece,GRC,1998,343.5747985839844
1873,Greece,GRC,1999,340.6441345214844
1874,Greece,GRC,2000,360.79833984375
1875,Greece,GRC,2001,367.3915100097656
1876,Greece,GRC,2002,365.89544677734375
1877,Greece,GRC,2003,381.1978454589844
1878,Greece,GRC,2004,381.1408386230469
1879,Greece,GRC,2005,381.2219543457031
1880,Greece,GRC,2006,388.8902587890625
1881,Greece,GRC,2007,405.32470703125
1882,Greece,GRC,2008,390.0675659179688
1883,Greece,GRC,2009,368.8484497070313
1884,Greece,GRC,2010,343.52032470703125
1885,Greece,GRC,2011,342.417236328125
1886,Greece,GRC,2012,315.2585144042969
1887,Greece,GRC,2013,283.3297119140625
1888,Greece,GRC,2014,269.8937072753906
1889,Greece,GRC,2015,266.353515625
1890,Greece,GRC,2016,260.5870666503906
1891,Greece,GRC,2017,224.39437866210935
1892,Greece,GRC,2018,273.9536437988281
1893,Greece,GRC,2019,266.1958923339844
1894,Greece,GRC,2020,228.18069458007807
1895,Greece,GRC,2021,233.548583984375
1896,High-income countries,,1965,28374.73046875
1897,High-income countries,,1966,29713.3984375
1898,High-income countries,,1967,30931.203125
1899,High-income countries,,1968,33035.97265625
1900,High-income countries,,1969,35224.10546875
1901,High-income countries,,1970,37208.078125
1902,High-income countries,,1971,38106.69140625
1903,High-income countries,,1972,39969.1328125
1904,High-income countries,,1973,42273.45703125
1905,High-income countries,,1974,41205.40625
1906,High-income countries,,1975,39890.16015625
1907,High-income countries,,1976,42252.03125
1908,High-income countries,,1977,43073.328125
1909,High-income countries,,1978,44094.09375
1910,High-income countries,,1979,45340.703125
1911,High-income countries,,1980,43788.9609375
1912,High-income countries,,1981,42406.46875
1913,High-income countries,,1982,40776.3359375
1914,High-income countries,,1983,40525.2890625
1915,High-income countries,,1984,42273.3359375
1916,High-income countries,,1985,42829.8046875
1917,High-income countries,,1986,43311.3046875
1918,High-income countries,,1987,44436.19140625
1919,High-income countries,,1988,45986.45703125
1920,High-income countries,,1989,46878.10546875
1921,High-income countries,,1990,46965.9375
1922,High-income countries,,1991,47150.109375
1923,High-income countries,,1992,47736.0859375
1924,High-income countries,,1993,48224.0
1925,High-income countries,,1994,49336.640625
1926,High-income countries,,1995,50482.1640625
1927,High-income countries,,1996,52168.46875
1928,High-income countries,,1997,52813.234375
1929,High-income countries,,1998,53056.84375
1930,High-income countries,,1999,53829.8515625
1931,High-income countries,,2000,54933.51953125
1932,High-income countries,,2001,54968.45703125
1933,High-income countries,,2002,55500.33203125
1934,High-income countries,,2003,56522.1953125
1935,High-income countries,,2004,57543.06640625
1936,High-income countries,,2005,57882.49609375
1937,High-income countries,,2006,57898.44921875
1938,High-income countries,,2007,58635.71484375
1939,High-income countries,,2008,57929.69140625
1940,High-income countries,,2009,54835.203125
1941,High-income countries,,2010,57212.1640625
1942,High-income countries,,2011,56689.7109375
1943,High-income countries,,2012,56492.6875
1944,High-income countries,,2013,56983.2265625
1945,High-income countries,,2014,56477.75390625
1946,High-income countries,,2015,56739.390625
1947,High-income countries,,2016,56799.26953125
1948,High-income countries,,2017,57013.11328125
1949,High-income countries,,2018,57772.390625
1950,High-income countries,,2019,56797.5078125
1951,High-income countries,,2020,51842.67578125
1952,High-income countries,,2021,54222.15625
1953,Hong Kong,HKG,1965,26.302011489868164
1954,Hong Kong,HKG,1966,28.525821685791016
1955,Hong Kong,HKG,1967,33.69280242919922
1956,Hong Kong,HKG,1968,36.4280891418457
1957,Hong Kong,HKG,1969,42.7999382019043
1958,Hong Kong,HKG,1970,45.98167419433594
1959,Hong Kong,HKG,1971,48.55965805053711
1960,Hong Kong,HKG,1972,55.15408706665039
1961,Hong Kong,HKG,1973,57.20207595825195
1962,Hong Kong,HKG,1974,58.55752182006836
1963,Hong Kong,HKG,1975,55.12709426879883
1964,Hong Kong,HKG,1976,65.09097290039062
1965,Hong Kong,HKG,1977,70.28380584716797
1966,Hong Kong,HKG,1978,73.01685333251953
1967,Hong Kong,HKG,1979,74.76295471191406
1968,Hong Kong,HKG,1980,76.39582824707031
1969,Hong Kong,HKG,1981,81.40918731689453
1970,Hong Kong,HKG,1982,89.35030364990234
1971,Hong Kong,HKG,1983,94.74298858642578
1972,Hong Kong,HKG,1984,97.06277465820312
1973,Hong Kong,HKG,1985,100.76824188232422
1974,Hong Kong,HKG,1986,105.59091186523438
1975,Hong Kong,HKG,1987,116.01950073242188
1976,Hong Kong,HKG,1988,133.64907836914062
1977,Hong Kong,HKG,1989,142.8594512939453
1978,Hong Kong,HKG,1990,139.3577423095703
1979,Hong Kong,HKG,1991,144.389404296875
1980,Hong Kong,HKG,1992,169.92892456054688
1981,Hong Kong,HKG,1993,185.50230407714844
1982,Hong Kong,HKG,1994,168.0928955078125
1983,Hong Kong,HKG,1995,180.6806182861328
1984,Hong Kong,HKG,1996,180.59100341796875
1985,Hong Kong,HKG,1997,182.69309997558597
1986,Hong Kong,HKG,1998,186.2337646484375
1987,Hong Kong,HKG,1999,188.6217498779297
1988,Hong Kong,HKG,2000,197.47532653808597
1989,Hong Kong,HKG,2001,249.42022705078125
1990,Hong Kong,HKG,2002,243.4325256347656
1991,Hong Kong,HKG,2003,251.40542602539065
1992,Hong Kong,HKG,2004,281.52691650390625
1993,Hong Kong,HKG,2005,270.0904541015625
1994,Hong Kong,HKG,2006,285.7505187988281
1995,Hong Kong,HKG,2007,304.01202392578125
1996,Hong Kong,HKG,2008,282.8510131835937
1997,Hong Kong,HKG,2009,308.85528564453125
1998,Hong Kong,HKG,2010,321.0028381347656
1999,Hong Kong,HKG,2011,328.87750244140625
2000,Hong Kong,HKG,2012,316.2942199707031
2001,Hong Kong,HKG,2013,324.7752685546875
2002,Hong Kong,HKG,2014,317.0056457519531
2003,Hong Kong,HKG,2015,326.21795654296875
2004,Hong Kong,HKG,2016,334.7713928222656
2005,Hong Kong,HKG,2017,359.0843505859375
2006,Hong Kong,HKG,2018,363.2270202636719
2007,Hong Kong,HKG,2019,344.2133178710937
2008,Hong Kong,HKG,2020,257.52410888671875
2009,Hong Kong,HKG,2021,242.60150146484372
2010,Hungary,HUN,1965,184.75363159179688
2011,Hungary,HUN,1966,187.16714477539065
2012,Hungary,HUN,1967,178.6499481201172
2013,Hungary,HUN,1968,185.34271240234372
2014,Hungary,HUN,1969,198.4815216064453
2015,Hungary,HUN,1970,213.87945556640625
2016,Hungary,HUN,1971,220.8131256103516
2017,Hungary,HUN,1972,227.9527282714844
2018,Hungary,HUN,1973,246.89540100097656
2019,Hungary,HUN,1974,254.52191162109372
2020,Hungary,HUN,1975,269.2369384765625
2021,Hungary,HUN,1976,287.66680908203125
2022,Hungary,HUN,1977,302.5390625
2023,Hungary,HUN,1978,323.6296081542969
2024,Hungary,HUN,1979,320.4399719238281
2025,Hungary,HUN,1980,321.5075988769531
2026,Hungary,HUN,1981,318.0842590332031
2027,Hungary,HUN,1982,319.5235595703125
2028,Hungary,HUN,1983,307.00457763671875
2029,Hungary,HUN,1984,311.79595947265625
2030,Hungary,HUN,1985,314.5357666015625
2031,Hungary,HUN,1986,310.3033142089844
2032,Hungary,HUN,1987,314.9810485839844
2033,Hungary,HUN,1988,300.00616455078125
2034,Hungary,HUN,1989,290.02203369140625
2035,Hungary,HUN,1990,283.6123962402344
2036,Hungary,HUN,1991,262.180419921875
2037,Hungary,HUN,1992,249.2808837890625
2038,Hungary,HUN,1993,241.4579162597656
2039,Hungary,HUN,1994,243.06719970703125
2040,Hungary,HUN,1995,246.30728149414065
2041,Hungary,HUN,1996,251.1851806640625
2042,Hungary,HUN,1997,244.67672729492188
2043,Hungary,HUN,1998,249.1908721923828
2044,Hungary,HUN,1999,247.90521240234372
2045,Hungary,HUN,2000,239.24075317382807
2046,Hungary,HUN,2001,246.41262817382807
2047,Hungary,HUN,2002,244.1104431152344
2048,Hungary,HUN,2003,252.717041015625
2049,Hungary,HUN,2004,253.04559326171875
2050,Hungary,HUN,2005,264.83917236328125
2051,Hungary,HUN,2006,262.5927734375
2052,Hungary,HUN,2007,254.10687255859372
2053,Hungary,HUN,2008,246.735107421875
2054,Hungary,HUN,2009,220.28579711914065
2055,Hungary,HUN,2010,224.36251831054688
2056,Hungary,HUN,2011,217.6253662109375
2057,Hungary,HUN,2012,199.8267517089844
2058,Hungary,HUN,2013,187.85693359375
2059,Hungary,HUN,2014,185.9056396484375
2060,Hungary,HUN,2015,198.3744201660156
2061,Hungary,HUN,2016,202.36865234375
2062,Hungary,HUN,2017,215.98416137695312
2063,Hungary,HUN,2018,217.98422241210935
2064,Hungary,HUN,2019,217.85585021972656
2065,Hungary,HUN,2020,211.1741943359375
2066,Hungary,HUN,2021,219.5200958251953
2123,India,IND,1965,562.7749633789062
2124,India,IND,1966,579.228271484375
2125,India,IND,1967,592.2042236328125
2126,India,IND,1968,627.5498046875
2127,India,IND,1969,693.5150756835938
2128,India,IND,1970,670.02880859375
2129,India,IND,1971,692.910888671875
2130,India,IND,1972,737.4221801757812
2131,India,IND,1973,745.7451171875
2132,India,IND,1974,800.7030029296875
2133,India,IND,1975,848.6298217773438
2134,India,IND,1976,889.2078247070312
2135,India,IND,1977,939.1828002929688
2136,India,IND,1978,948.443359375
2137,India,IND,1979,1016.1241455078124
2138,India,IND,1980,1047.712158203125
2139,India,IND,1981,1167.579345703125
2140,India,IND,1982,1182.4949951171875
2141,India,IND,1983,1254.2587890625
2142,India,IND,1984,1330.718505859375
2143,India,IND,1985,1418.2611083984375
2144,India,IND,1986,1525.8997802734375
2145,India,IND,1987,1642.9735107421875
2146,India,IND,1988,1783.56298828125
2147,India,IND,1989,1944.6181640625
2148,India,IND,1990,2086.010498046875
2149,India,IND,1991,2193.08642578125
2150,India,IND,1992,2326.7900390625
2151,India,IND,1993,2388.339111328125
2152,India,IND,1994,2504.122802734375
2153,India,IND,1995,2713.743408203125
2154,India,IND,1996,2848.56103515625
2155,India,IND,1997,3009.74462890625
2156,India,IND,1998,3162.59521484375
2157,India,IND,1999,3260.486572265625
2158,India,IND,2000,3446.0302734375
2159,India,IND,2001,3466.2529296875
2160,India,IND,2002,3589.968505859375
2161,India,IND,2003,3728.39892578125
2162,India,IND,2004,3964.437744140625
2163,India,IND,2005,4237.513671875
2164,India,IND,2006,4427.84716796875
2165,India,IND,2007,4801.275390625
2166,India,IND,2008,5125.357421875
2167,India,IND,2009,5569.546875
2168,India,IND,2010,5795.220703125
2169,India,IND,2011,6066.515625
2170,India,IND,2012,6486.74658203125
2171,India,IND,2013,6672.58203125
2172,India,IND,2014,7136.7607421875
2173,India,IND,2015,7354.267578125
2174,India,IND,2016,7694.04931640625
2175,India,IND,2017,7951.88916015625
2176,India,IND,2018,8428.4541015625
2177,India,IND,2019,8531.94921875
2178,India,IND,2020,7959.427734375
2179,India,IND,2021,8814.63671875
2180,Indonesia,IDN,1965,79.11888122558594
2181,Indonesia,IDN,1966,76.87850189208984
2182,Indonesia,IDN,1967,75.01717376708984
2183,Indonesia,IDN,1968,78.68954467773438
2184,Indonesia,IDN,1969,89.60602569580078
2185,Indonesia,IDN,1970,94.58032989501952
2186,Indonesia,IDN,1971,97.82477569580078
2187,Indonesia,IDN,1972,104.42103576660156
2188,Indonesia,IDN,1973,117.27376556396484
2189,Indonesia,IDN,1974,125.50778198242188
2190,Indonesia,IDN,1975,154.57945251464844
2191,Indonesia,IDN,1976,164.83071899414062
2192,Indonesia,IDN,1977,216.870849609375
2193,Indonesia,IDN,1978,246.13058471679688
2194,Indonesia,IDN,1979,280.3205871582031
2195,Indonesia,IDN,1980,301.8604431152344
2196,Indonesia,IDN,1981,323.9158935546875
2197,Indonesia,IDN,1982,330.0001220703125
2198,Indonesia,IDN,1983,347.66070556640625
2199,Indonesia,IDN,1984,382.7451477050781
2200,Indonesia,IDN,1985,404.8040161132813
2201,Indonesia,IDN,1986,427.8528442382813
2202,Indonesia,IDN,1987,451.9435424804688
2203,Indonesia,IDN,1988,476.51849365234375
2204,Indonesia,IDN,1989,526.2994384765625
2205,Indonesia,IDN,1990,577.7810668945312
2206,Indonesia,IDN,1991,628.0452880859375
2207,Indonesia,IDN,1992,685.2572021484375
2208,Indonesia,IDN,1993,734.45263671875
2209,Indonesia,IDN,1994,771.4893798828125
2210,Indonesia,IDN,1995,839.4822998046875
2211,Indonesia,IDN,1996,900.404052734375
2212,Indonesia,IDN,1997,987.60791015625
2213,Indonesia,IDN,1998,955.59765625
2214,Indonesia,IDN,1999,1045.1099853515625
2215,Indonesia,IDN,2000,1120.133056640625
2216,Indonesia,IDN,2001,1195.0662841796875
2217,Indonesia,IDN,2002,1232.8992919921875
2218,Indonesia,IDN,2003,1343.9307861328125
2219,Indonesia,IDN,2004,1328.16015625
2220,Indonesia,IDN,2005,1365.140625
2221,Indonesia,IDN,2006,1398.14208984375
2222,Indonesia,IDN,2007,1496.811767578125
2223,Indonesia,IDN,2008,1507.263427734375
2224,Indonesia,IDN,2009,1554.0450439453125
2225,Indonesia,IDN,2010,1691.9974365234375
2226,Indonesia,IDN,2011,1820.8790283203125
2227,Indonesia,IDN,2012,1884.6263427734373
2228,Indonesia,IDN,2013,1801.454345703125
2229,Indonesia,IDN,2014,1821.4461669921875
2230,Indonesia,IDN,2015,1871.545654296875
2231,Indonesia,IDN,2016,1856.93408203125
2232,Indonesia,IDN,2017,1944.479248046875
2233,Indonesia,IDN,2018,2108.05078125
2234,Indonesia,IDN,2019,2238.24169921875
2235,Indonesia,IDN,2020,2027.81298828125
2236,Indonesia,IDN,2021,2068.531494140625
2237,Iran,IRN,1965,92.2069091796875
2238,Iran,IRN,1966,100.5743637084961
2239,Iran,IRN,1967,110.77066802978516
2240,Iran,IRN,1968,121.9254379272461
2241,Iran,IRN,1969,133.94677734375
2242,Iran,IRN,1970,158.70999145507812
2243,Iran,IRN,1971,174.00050354003906
2244,Iran,IRN,1972,195.8675842285156
2245,Iran,IRN,1973,237.7022247314453
2246,Iran,IRN,1974,269.8102111816406
2247,Iran,IRN,1975,315.5079040527344
2248,Iran,IRN,1976,355.12579345703125
